===== BACKTEST REPORT FOR: signals_2025-08-24_20-50-31_STRONG.json =====
Signal Generation Time (UTC): 2025-08-24 15:20:31

--- BUY SIGNALS ---
    Coin          Signal        Confidence    Outcome       Duration(min)  Did_TP_Hit_Later  Estimated_Profit(%)  Buy_Score     Sell_Score    Confluence_OK  Vol_Profile_OK  Min_Profit_OK  RSI           CCI           %B            ADX15m        MACD_Hist   
    FILUSDT       Sell          68            Success       67            No            8.40%         25            70            True          False         True          75.20         205.30        1.077         24.00         0.00328     
    ONDOUSDT      Sell          41            Success       72            No            8.40%         25            35            False         False         True          72.81         168.85        0.963         24.45         0.00132     
    ETHFIUSDT     Sell          41            Success       33            No            6.94%         25            35            False         False         True          74.52         140.44        0.877         41.97         0.00134     
    NEARUSDT      Sell          41            Success       34            No            5.60%         25            35            False         False         True          78.79         146.74        0.936         37.39         0.00448     
    PENDLEUSDT    Sell          41            Success       33            No            5.60%         25            35            False         False         True          74.48         117.84        0.854         45.10         0.00785     
    XLMUSDT       Sell          68            Fail          170           No            8.40%         25            70            True          False         True          72.99         185.65        1.005         20.69         0.00043     
    APTUSDT       Sell          47            Fail          144           No            8.40%         25            35            False         True          True          72.08         162.73        0.966         20.71         0.00453     
    SEIUSDT       Sell          68            Success       50            No            8.40%         25            70            True          False         True          75.10         181.38        1.004         22.96         0.00052     
    HBARUSDT      Sell          41            Fail          143           No            8.40%         25            35            False         False         True          73.73         161.83        0.980         23.10         0.00031     
    INJUSDT       Sell          41            Success       35            No            8.40%         25            35            False         False         True          73.69         167.89        0.982         26.32         0.02837     

