===== BACKTEST REPORT FOR: signals_2025-08-23_10-14-53.json =====
Signal Generation Time (UTC): 2025-08-23 04:44:53

--- BUY SIGNALS ---
    Coin          Signal        Confidence    Outcome       Duration(min)  Did_TP_Hit_Later  Estimated_Profit(%)  Buy_Score     Sell_Score    Confluence_OK  Vol_Profile_OK  Min_Profit_OK  RSI           CCI           %B            ADX15m        MACD_Hist   
    INJUSDT       Buy           41            Success       49            No            6.88%         35            45            False         False         True          63.03         204.37        1.052         20.66         0.03010     
    APTUSDT       Buy           41            Success       39            No            5.60%         35            45            False         False         True          61.63         176.34        1.000         26.59         0.00873     
    AIOTUSDT      Buy           43            Success       16            No            11.20%        25            5             False         True          True          53.90         133.01        0.859         13.71         0.00214     
    TAOUSDT       Buy           47            Success       43            No            6.17%         35            45            False         True          True          63.44         239.17        1.108         28.72         0.77601     
    AEROUSDT      Buy           41            Fail          41            No            8.01%         35            -5            False         False         True          57.15         157.93        0.961         15.25         0.00219     
    VINEUSDT      Buy           41            Fail          157           No            11.20%        35            -5            False         False         True          57.17         139.50        0.929         11.51         0.00014     
    GALAUSDT      Buy           47            Success       41            No            8.68%         35            10            False         True          True          62.47         178.66        0.992         21.99         0.00004     
    FETUSDT       Buy           47            Success       105           No            5.88%         35            45            False         True          True          61.71         222.47        1.077         31.15         0.00129     
    TONUSDT       Buy           47            Success       105           No            5.60%         35            45            False         True          True          64.65         209.53        1.062         19.48         0.00428     
    ZORAUSDT      Buy           47            Success       47            No            11.20%        35            -5            False         True          True          58.62         194.90        0.943         27.46         0.00054     
    1000FLOKIUSDT  Buy           47            Success       51            No            7.01%         35            45            False         True          True          61.95         216.62        1.109         25.10         0.00021     

--- SELL SIGNALS ---
    Coin          Signal        Confidence    Outcome       Duration(min)  Did_TP_Hit_Later  Estimated_Profit(%)  Buy_Score     Sell_Score    Confluence_OK  Vol_Profile_OK  Min_Profit_OK  RSI           CCI           %B            ADX15m        MACD_Hist   

