===== BACKTEST REPORT FOR: signals_2025-08-24_04-50-02.json =====
Signal Generation Time (UTC): 2025-08-23 23:20:02

--- BUY SIGNALS ---
    Coin          Signal        Confidence    Outcome       Duration(min)  Did_TP_Hit_Later  Estimated_Profit(%)  Buy_Score     Sell_Score    Confluence_OK  Vol_Profile_OK  Min_Profit_OK  RSI           CCI           %B            ADX15m        MACD_Hist   
    INJUSDT       Buy           43            Fail          102           No            5.60%         25            20            False         True          True          64.07         122.65        0.891         19.50         0.00600     

--- SELL SIGNALS ---
    Coin          Signal        Confidence    Outcome       Duration(min)  Did_TP_Hit_Later  Estimated_Profit(%)  Buy_Score     Sell_Score    Confluence_OK  Vol_Profile_OK  Min_Profit_OK  RSI           CCI           %B            ADX15m        MACD_Hist   
    ETHUSDT       Sell          41            Inconclusive  180           No            8.40%         25            35            False         False         True          73.41         150.56        0.967         41.47         3.41878     
    SOLUSDT       Sell          68            Fail          115           No            8.40%         25            70            True          False         True          72.02         246.16        1.163         22.86         0.17745     
    ADAUSDT       Sell          68            Inconclusive  180           No            8.40%         25            70            True          False         True          73.63         158.84        1.036         29.17         0.00069     
    ENAUSDT       Sell          49            Success       175           No            5.60%         25            55            False         False         True          63.18         183.40        1.137         27.41         0.00085     
    1000PEPEUSDT  Sell          49            Inconclusive  180           No            5.60%         25            55            False         False         True          67.84         188.19        1.129         22.58         0.00001     
    SUIUSDT       Sell          49            Inconclusive  180           No            5.60%         25            55            False         False         True          68.25         170.01        1.037         20.14         0.00198     
    PENGUUSDT     Sell          68            Success       53            No            8.40%         25            70            True          False         True          75.71         210.27        1.072         40.99         0.00003     
    XPLUSDT       Sell          41            Success       9             No            11.20%        10            35            False         False         True          71.56         88.63         0.775         34.57         0.00108     
    FARTCOINUSDT  Sell          49            Fail          81            Yes           5.60%         25            55            False         False         True          68.86         183.85        1.074         25.48         0.00083     
    WIFUSDT       Sell          68            Inconclusive  180           No            8.40%         25            70            True          False         True          76.26         146.63        1.032         32.95         0.00081     
    SAPIENUSDT    Sell          49            Success       14            No            11.20%        25            55            False         False         True          65.79         189.28        1.035         16.73         0.00142     
    UNIUSDT       Sell          41            Inconclusive  180           No            8.40%         25            35            False         False         True          71.41         159.92        0.984         23.93         0.00776     
    1000BONKUSDT  Sell          68            Success       125           No            8.40%         25            70            True          False         True          71.92         165.07        1.054         29.32         0.00002     
    ONDOUSDT      Sell          49            Success       125           No            5.60%         25            55            False         False         True          68.00         152.26        1.017         28.01         0.00088     
    TIAUSDT       Sell          49            Success       106           No            5.60%         25            55            False         False         True          63.08         165.36        1.065         19.35         0.00117     
    ETHFIUSDT     Sell          68            Success       147           No            8.40%         25            70            True          False         True          71.48         166.75        1.023         32.00         0.00141     

