===== BACKTEST REPORT FOR: signals_2025-08-20_00-56-29.json =====
Signal Generation Time (UTC): 2025-08-19 19:26:29

--- STRONG BUY SIGNALS ---
(None)

--- BUY SIGNALS ---
(None)

--- STRONG SELL SIGNALS ---
(None)

--- SELL SIGNALS ---
  Coin             Signal           Confidence       POP              Outcome          Duration(min)    MaxProfitPrice   MaxDrawdownPrice  Did_TP_Hit_Later  Buy_Score        Sell_Score       Base_Score_OK    Num_Conf         Confluence_OK    Vol_Profile_OK   Min_Profit_OK    Profit_Ceiling_OK  Regime           RegimeScore      MACD_Hist        ADX15m           RSI              CCI              %B               Overshoot_OK     BB_Touch         RSI_Extreme      CCI_Extreme      Initial_Signal   Aligned          Vetoes_Passed    Downgrade_Reason
  INJUSDT          Sell             59               100              Success          27               13.2230          13.4700          Yes              0                40               True             2                True             True             False            True             Bearish          -7               0.0042           54.4845          48.5242          -5.1984          0.4961           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  HBARUSDT         Sell             59               89               Success          43               0.2323           0.2356           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0001           54.4845          54.0007          23.6866          0.6074           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  FILUSDT          Sell             59               89               Success          44               2.3570           2.3900           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0013           54.4845          54.5977          48.5164          0.6652           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  ETCUSDT          Sell             59               89               Success          47               20.6570          20.9220          Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0108           54.4845          53.2769          31.9810          0.6112           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  1000SHIBUSDT     Sell             59               89               Inconclusive     0                0.0121           0.0123           No               -5               40               True             2                True             True             False            True             Bearish          -7               0.0000           54.4845          53.8995          35.6131          0.5083           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  ONDOUSDT         Sell             59               89               Success          44               0.9094           0.9234           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0005           54.4845          52.9841          40.3413          0.6269           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  TIAUSDT          Sell             59               100              Success          46               1.6473           1.6741           Yes              0                40               True             2                True             True             False            True             Bearish          -7               0.0008           54.4845          51.0294          12.8876          0.5501           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  PLUMEUSDT        Sell             59               89               Success          42               0.0807           0.0851           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0001           54.4845          54.4433          54.3903          0.7008           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  MEMEUSDT         Sell             60               92               Fail             86               0.0020           0.0021           No               -5               60               True             2                True             False            False            True             Bearish          -7               0.0000           54.4845          60.8996          123.0159         2.0504           False            False            False            True             Sell             True             base_ok          N/A            
  BCHUSDT          Sell             59               89               Inconclusive     0                551.8800         557.1600         No               -5               40               True             2                True             True             False            True             Bearish          -7               0.3179           54.4845          58.2146          88.7913          0.7702           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  ETHFIUSDT        Sell             52               89               Success          46               1.0553           1.0743           Yes              -5               40               True             2                True             False            False            True             Bearish          -7               0.0008           54.4845          56.1778          68.8635          0.7222           False            False            False            False            Sell             True             base_ok          N/A            
  VIRTUALUSDT      Sell             59               100              Success          46               1.1550           1.1837           Yes              0                40               True             2                True             True             False            True             Bearish          -7               0.0008           54.4845          51.3891          22.8817          0.5663           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  TAOUSDT          Sell             59               89               Success          41               340.6200         346.3900         Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0039           54.4845          51.0058          0.0911           0.5151           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  POLUSDT          Sell             31               57               Inconclusive     0                0.2336           0.2371           No               15               20               False            1                False            True             False            True             Bearish          -7               -0.0002          54.4845          38.6631          -48.4119         0.3350           False            False            False            False            Sell             True             vol_ok           N/A            
  ZORAUSDT         Sell             59               80               Success          44               0.0945           0.0985           Yes              -10              40               True             2                True             True             False            True             Bearish          -7               0.0000           54.4845          42.4722          -30.0808         0.4211           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  XCNUSDT          Sell             31               100              Success          35               0.0124           0.0130           Yes              0                20               False            1                False            True             False            True             Bearish          -7               -0.0000          54.4845          44.6769          -42.0347         0.4158           False            False            False            False            Sell             True             vol_ok           N/A            
  SKLUSDT          Sell             59               89               Fail             4                0.0313           0.0320           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0000           54.4845          52.1998          51.1770          0.5353           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  VINEUSDT         Sell             67               92               Success          22               0.0701           0.0742           Yes              -5               60               True             2                True             False            True             True             Bearish          -7               0.0000           54.4845          63.1079          175.7000         0.9322           False            False            False            True             Sell             True             base_ok,profit_window  N/A            
  UMAUSDT          Sell             46               89               Success          25               1.3350           1.3970           Yes              5                40               True             1                False            False            True             True             Bearish          -7               -0.0004          54.4845          63.5868          108.9393         0.8563           False            False            False            True             Sell             True             base_ok,profit_window  N/A            
  TONUSDT          Sell             52               89               Fail             7                3.2200           3.2602           No               -5               40               True             2                True             False            False            True             Bearish          -7               0.0011           54.4845          56.2645          91.3115          0.7386           False            False            False            False            Sell             True             base_ok          N/A            
  BROCCOLIF3BUSDT  Sell             66               89               Fail             51               0.0115           0.0123           No               5                40               True             2                True             True             True             True             Bearish          -7               0.0000           54.4845          37.3683          -35.2293         0.3516           False            False            False            False            Sell             True             base_ok,vol_ok,profit_window  N/A            
  TOWNSUSDT        Sell             31               100              Fail             145              0.0270           0.0280           No               0                20               False            1                False            True             False            True             Bearish          -7               -0.0000          54.4845          42.4177          -28.3734         0.4083           False            False            False            False            Sell             True             vol_ok           N/A            
  CFXUSDT          Sell             59               89               Inconclusive     0                0.1677           0.1695           No               -5               40               True             2                True             True             False            True             Bearish          -7               0.0001           54.4845          52.0850          24.9507          0.5831           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            

