Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,CONFL_FLAG__RSI<=30_and_CVD_falling,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__hma_slope,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,__source_file,WOULD__missing_points,WOULD__top1,WOULD__top2,WOULD__top3
FETUSDT,Buy,42,0.6547,0.65941384,0.635059,Bearish,2025-09-09T03:58:12.997011+00:00,2025-09-09T09:28:12.997011+05:30,Success,68,68.0,,5.04%,58.198225250896634,-0.00017819167355226373,-0.001089510121831442,0.0009113184482791783,0.6542482019516791,0.649105,0.643961798048321,1.043921865461005,186.65485680543222,-5.0,3.0,0.0,0.6514094167101095,0.0030254853695212435,0.650596875,0.0010812500000000336,,-1.9346263714612875,,falling,-1692032.0,8.0,12.229135192334866,7.0,10.0,0.0,5.0,1.043921865461005,58.198225250896634,186.65485680543222,0.0009113184482791783,0.0030254853695212435,0.650596875,,-1.9346263714612875,,3.0,0.0,falling,-1692032.0,5.039999999999967,,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,,Buy,42,42.0,,,signals_2025-09-09_09-28-18.csv,23,base_score:32.0,confluence_bonus:30.0,trend_score:8.0
LDOUSDT,Buy,43,1.1987,1.20733064,1.162739,Bearish,2025-09-09T03:58:16.523643+00:00,2025-09-09T09:28:16.523643+05:30,Success,1,1.0,,5.04%,59.712743847757096,0.00036285432399707496,-0.001426319105699551,0.001789173429696626,1.1990009201784257,1.189485,1.179969079821574,0.9841885927591174,187.86436234434206,-5.0,0.0,3.0,1.1941593024850015,0.004673109654557731,1.1934046875,0.001896875000000131,,1.4859291212935046,,falling,-1105729.0,8.0,18.188776957296316,7.0,5.0,0.0,5.0,0.9841885927591174,59.712743847757096,187.86436234434206,0.001789173429696626,0.004673109654557731,1.1934046875,,1.4859291212935046,,0.0,3.0,falling,-1105729.0,5.0400000000000125,,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,,Buy,43,43.0,,,signals_2025-09-09_09-28-18.csv,22,base_score:32.0,confluence_bonus:30.0,trend_score:8.0
AIOTUSDT,Sell,41,1.3175,1.308014,1.357025,Bearish,2025-09-09T03:58:18.852952+00:00,2025-09-09T09:28:18.852952+05:30,Success,3,3.0,,5.04%,47.47174211683864,-0.005318618239771755,-0.007569637659068746,0.002251019419296991,1.3187673885660123,1.312375,1.3059826114339879,0.9008673711771072,120.86428089129012,-5.0,0.0,3.0,1.332298478068578,0.00833019897520239,1.3106250000000002,0.000576562500000044,,-22.500406129988306,,rising,93678.0,12.0,4.0,15.0,5.0,0.0,5.0,0.9008673711771072,47.47174211683864,120.86428089129012,0.002251019419296991,0.00833019897520239,1.3106250000000002,,-22.500406129988306,,0.0,3.0,rising,93678.0,5.040000000000056,,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,,Sell,41,41.0,,,signals_2025-09-09_09-28-18.csv,24,confluence_bonus:30.0,base_score:28.0,momentum_score:16.0
BTCUSDT,Buy,42,111883.4,112688.96048,108526.898,Bullish,2025-09-09T04:28:00.569641+00:00,2025-09-09T09:58:00.569641+05:30,Success,106,106,,5.04%,70.45107009608445,110.14968216465786,63.15436129150157,46.99532087315629,111950.44369846483,111553.09000000001,111155.73630153519,0.9156372537567112,135.7685632143663,10.0,0.0,3.0,111596.51426960286,114.01776737385849,111806.5796875,39.24843750000582,,28.047282510953757,,rising,2439.632,8.0,13.892210020719526,15.0,0.0,0.0,5.0,0.9156372537567112,70.45107009608445,135.7685632143663,46.99532087315629,114.01776737385849,111806.5796875,,28.047282510953757,,0.0,3.0,rising,2439.632,5.040000000000002,,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,,Buy,42,42.0,,,signals_2025-09-09_09-59-05.csv,23,base_score:32.0,confluence_bonus:30.0,volume_score:10.0
SOLUSDT,Buy,46,215.15,216.69908,208.6955,Bullish,2025-09-09T04:28:02.476712+00:00,2025-09-09T09:58:02.476712+05:30,Success,105,105,,5.04%,71.55749407451724,0.5884998518701536,0.3509686076984077,0.23753124417174593,215.6036084319199,213.2385,210.87339156808008,0.9041040939607858,119.95415233927469,10.0,3.0,0.0,213.38994558638112,0.627660183916863,215.02078125,0.183749999999975,,27.400424242162575,,rising,1323268.07,8.0,13.082541805578348,15.0,5.0,0.0,5.0,0.9041040939607858,71.55749407451724,119.95415233927469,0.23753124417174593,0.627660183916863,215.02078125,,27.400424242162575,,3.0,0.0,rising,1323268.07,5.040000000000012,,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.92}]}",False,not_in_gap_or_already_strong,,Buy,46,46.0,,,signals_2025-09-09_09-59-05.csv,19,base_score:32.0,confluence_bonus:30.0,momentum_score:6.92
XRPUSDT,Buy,47,2.9555,2.9767796,2.866835,Bullish,2025-09-09T04:28:06.278524+00:00,2025-09-09T09:58:06.278524+05:30,Success,104,104,,5.04%,64.29160818147137,0.0011409659550856155,-0.0010001925506478997,0.002141158505733515,2.9556002574522475,2.94268,2.929759742547753,0.9961201449499641,155.70478030233852,10.0,0.0,3.0,2.949967375431423,0.005331891115924083,2.9520421875,0.0017515624999999702,,6.434200647659255,,falling,-93995.00000000047,8.0,13.637819494124876,15.0,5.0,0.0,5.0,0.9961201449499641,64.29160818147137,155.70478030233852,0.002141158505733515,0.005331891115924083,2.9520421875,,6.434200647659255,,0.0,3.0,falling,-93995.00000000047,5.040000000000043,,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.36}]}",False,not_in_gap_or_already_strong,,Buy,47,47.0,,,signals_2025-09-09_09-59-05.csv,18,base_score:32.0,confluence_bonus:30.0,momentum_score:6.36
WLFIUSDT,Buy,42,0.2088,0.21030336,0.202536,Bullish,2025-09-09T04:28:09.138399+00:00,2025-09-09T09:58:09.138399+05:30,Success,13,13,,5.04%,61.41840675363004,0.00012142457327793399,-0.0004659514936374438,0.0005873760669153778,0.2095222963734771,0.20605,0.20257770362652291,0.8959915433782804,136.29495315805332,10.0,0.0,3.0,0.2081423576761635,0.001428570022689848,0.2085890625,0.0003296875000000088,,2.4541021538791736,,rising,78166573.0,8.0,13.867927635374738,15.0,0.0,0.0,5.0,0.8959915433782804,61.41840675363004,136.29495315805332,0.0005873760669153778,0.001428570022689848,0.2085890625,,2.4541021538791736,,0.0,3.0,rising,78166573.0,5.04000000000003,,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,,Buy,42,42.0,,,signals_2025-09-09_09-59-05.csv,23,base_score:32.0,confluence_bonus:30.0,volume_score:10.0
TAUSDT,Buy,61,0.1749,0.17615928,0.169653,Bullish,2025-09-09T04:28:10.112351+00:00,2025-09-09T09:58:10.112351+05:30,Success,1,1,,5.04%,75.88394308503509,0.002438343140212018,0.00048546027996981567,0.0019528828602422025,0.17217433335968269,0.16138550000000002,0.15059666664031734,1.1263188775583,209.45818492504753,10.0,3.0,0.0,0.16337181977121634,0.004038472970533407,0.16582390624999999,0.0026107812499999716,,21.095029149189497,,rising,11326288.0,8.0,20.0,15.0,5.0,0.0,5.0,1.1263188775583,75.88394308503509,209.45818492504753,0.0019528828602422025,0.004038472970533407,0.16582390624999999,,21.095029149189497,,3.0,0.0,rising,11326288.0,5.040000000000005,,,"{""if_confidence_needed"": 65, ""missing_points"": 4, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,0.0026107812499999716,Buy,61,,53.0,61.0,signals_2025-09-09_09-59-05.csv,4,base_score:32.0,confluence_bonus:30.0,volume_score:5.0
SUIUSDT,Buy,47,3.4709,3.49589048,3.366773,Bullish,2025-09-09T04:28:12.015345+00:00,2025-09-09T09:58:12.015345+05:30,Success,98,98,,5.04%,60.790111071032925,0.0028077881195738286,-0.0012530393225431975,0.0040608274421170265,3.4763780950482026,3.449835,3.423291904951798,0.8968075305789607,134.2832469775511,10.0,3.0,0.0,3.461397920350243,0.009557264171235575,3.4689796874999996,0.0037343750000000675,,7.511461524274616,,rising,621608.0000000001,8.0,14.197464134572405,15.0,5.0,0.0,5.0,0.8968075305789607,60.790111071032925,134.2832469775511,0.0040608274421170265,0.009557264171235575,3.4689796874999996,,7.511461524274616,,3.0,0.0,rising,621608.0000000001,5.040000000000008,,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.8}]}",False,not_in_gap_or_already_strong,,Buy,47,47.0,,,signals_2025-09-09_09-59-05.csv,18,base_score:32.0,confluence_bonus:30.0,momentum_score:5.8
LINKUSDT,Buy,59,23.237,23.4043064,22.53989,Bullish,2025-09-09T04:28:13.914796+00:00,2025-09-09T09:58:13.914796+05:30,Success,96,96,,5.04%,64.5483350254413,0.06075512182447795,0.03241621116704547,0.028338910657432485,23.310892949847698,23.0492,22.7875070501523,0.8588174616650843,110.62552679402084,10.0,3.0,0.0,23.06366672010594,0.07844995749672584,23.252078125,0.03120312500000111,,20.188304975159493,,falling,-21139.259999999937,8.0,12.669652316978826,15.0,10.0,0.0,5.0,0.8588174616650843,64.5483350254413,110.62552679402084,0.028338910657432485,0.07844995749672584,23.252078125,,20.188304975159493,,3.0,0.0,falling,-21139.259999999937,5.040000000000033,,,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.33}]}",True,,0.03120312500000111,Buy,59,,51.0,59.0,signals_2025-09-09_09-59-05.csv,6,base_score:32.0,confluence_bonus:30.0,momentum_score:7.33
HYPEUSDT,Buy,49,52.677,53.0562744,51.09669,Bullish,2025-09-09T04:28:14.862401+00:00,2025-09-09T09:58:14.862401+05:30,Success,28,28,,5.04%,86.34377804440905,0.3509537821890021,0.20949101851884588,0.1414627636701562,52.59414253890762,51.481399999999994,50.36865746109237,1.0372311914909453,182.5936261579814,10.0,3.0,0.0,51.32020968501494,0.2621669997445475,52.161171875,0.1556093750000045,,53.432793210579646,,rising,793847.96,8.0,16.0,15.0,5.0,0.0,5.0,1.0372311914909453,86.34377804440905,182.5936261579814,0.1414627636701562,0.2621669997445475,52.161171875,,53.432793210579646,,3.0,0.0,rising,793847.96,5.039999999999998,,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,,Buy,49,49.0,,,signals_2025-09-09_09-59-05.csv,16,base_score:32.0,confluence_bonus:30.0,volume_score:5.0
ADAUSDT,Buy,45,0.8669,0.87314168,0.840893,Bullish,2025-09-09T04:28:15.812687+00:00,2025-09-09T09:58:15.812687+05:30,Success,103,103,,5.04%,61.33693706373167,0.0010896407313971679,0.00025156062945942443,0.0008380801019377435,0.8689844928376196,0.861435,0.8538855071623803,0.8619448430209503,106.43160300359467,10.0,3.0,0.0,0.863257243498934,0.0026145120269571646,0.8674703125000001,0.0005781249999999849,,10.950747124661472,,rising,11423008.0,8.0,11.693184134981752,15.0,5.0,0.0,5.0,0.8619448430209503,61.33693706373167,106.43160300359467,0.0008380801019377435,0.0026145120269571646,0.8674703125000001,,10.950747124661472,,3.0,0.0,rising,11423008.0,5.040000000000021,,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.31}]}",False,not_in_gap_or_already_strong,,Buy,45,45.0,,,signals_2025-09-09_09-59-05.csv,20,base_score:32.0,confluence_bonus:30.0,momentum_score:8.31
BNBUSDT,Buy,40,875.92,882.226624,849.6424,Bullish,2025-09-09T04:28:19.614724+00:00,2025-09-09T09:58:19.614724+05:30,Success,135,135,,5.04%,55.68677759925843,0.202254909018734,0.06903025896041023,0.13322465005832376,876.4018744053083,875.1995,873.9971255946916,0.7996154928195021,137.88134816153195,10.0,0.0,3.0,875.6289227612756,0.9396986989927633,875.42078125,0.12374999999985903,,6.034520119909647,,falling,-674.8499999999995,8.0,7.40257106328546,15.0,5.0,0.0,5.0,0.7996154928195021,55.68677759925843,137.88134816153195,0.13322465005832376,0.9396986989927633,875.42078125,,6.034520119909647,,0.0,3.0,falling,-674.8499999999995,5.039999999999954,,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.6}]}",False,not_in_gap_or_already_strong,,Buy,40,40.0,,,signals_2025-09-09_09-59-05.csv,25,base_score:32.0,confluence_bonus:30.0,momentum_score:12.6
PUMPUSDT,Buy,48,0.004825,0.00485974,0.00468025,Bullish,2025-09-09T04:28:23.432828+00:00,2025-09-09T09:58:23.432828+05:30,Success,105,105,,5.04%,74.1877773250302,2.3168969709910954e-05,6.96145938710313e-06,1.6207510322807825e-05,0.0048089705228160666,0.004699900000000001,0.004590829477183935,1.073482169013554,185.93039418107318,10.0,0.0,3.0,0.004716336488474068,2.9684517582659616e-05,0.00477340625,1.8187499999999975e-05,,22.542383674733838,,rising,727335358.0,8.0,20.0,15.0,0.0,0.0,5.0,1.073482169013554,74.1877773250302,185.93039418107318,1.6207510322807825e-05,2.9684517582659616e-05,0.00477340625,,22.542383674733838,,0.0,3.0,rising,727335358.0,5.040000000000017,,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,,Buy,48,48.0,,,signals_2025-09-09_09-59-05.csv,17,base_score:32.0,confluence_bonus:30.0,volume_score:10.0
LTCUSDT,Buy,43,112.94,113.753168,109.5518,Bullish,2025-09-09T04:28:24.387295+00:00,2025-09-09T09:58:24.387295+05:30,Success,139,139,,5.04%,64.26711288741538,0.06519207792217685,-0.06483073547141333,0.13002281339359018,112.7589859515733,112.09400000000001,111.42901404842672,1.136103663542398,289.97312498266865,10.0,0.0,3.0,112.3581974649937,0.29410104259316167,112.33359375,0.10875000000000057,,5.350564877638501,,rising,107714.377,8.0,14.610460588413847,15.0,0.0,0.0,5.0,1.136103663542398,64.26711288741538,289.97312498266865,0.13002281339359018,0.29410104259316167,112.33359375,,5.350564877638501,,0.0,3.0,rising,107714.377,5.0400000000000285,,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,,Buy,43,43.0,,,signals_2025-09-09_09-59-05.csv,22,base_score:32.0,confluence_bonus:30.0,volume_score:10.0
KAITOUSDT,Buy,41,1.3659,1.37573448,1.324923,Bullish,2025-09-09T04:28:28.178911+00:00,2025-09-09T09:58:28.178911+05:30,Success,2,2,,5.04%,46.31648574422168,0.0031996568992056496,0.0142095486524214,-0.011009891753215751,1.4457150618554724,1.399725,1.3537349381445278,0.1322575069990318,-114.09765690782744,10.0,0.0,3.0,1.3360897254282633,0.03397321331207929,1.3719968750000002,-0.0028437500000000338,,2.615680793136935,,falling,-10017077.4,12.0,4.0,15.0,5.0,0.0,5.0,0.1322575069990318,46.31648574422168,-114.09765690782744,-0.011009891753215751,0.03397321331207929,1.3719968750000002,,2.615680793136935,,0.0,3.0,falling,-10017077.4,5.040000000000046,,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,,Buy,41,41.0,,,signals_2025-09-09_09-59-05.csv,24,confluence_bonus:30.0,base_score:28.0,momentum_score:16.0
AAVEUSDT,Buy,40,301.1,303.26792,292.067,Bullish,2025-09-09T04:28:30.103930+00:00,2025-09-09T09:58:30.103930+05:30,Success,103,103,,5.04%,59.011325904512375,0.028407090025496018,-0.24633615829711109,0.2747432483226071,301.0150186657231,299.639,298.2629813342769,1.0308794264183347,182.69623180520006,10.0,0.0,3.0,300.66580395672213,0.7846634779019843,300.33609375,0.23734374999997954,,0.6023747537662614,,rising,4860.400000000001,8.0,12.403396035932534,15.0,0.0,0.0,5.0,1.0308794264183347,59.011325904512375,182.69623180520006,0.2747432483226071,0.7846634779019843,300.33609375,,0.6023747537662614,,0.0,3.0,rising,4860.400000000001,5.039999999999956,,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,,Buy,40,40.0,,,signals_2025-09-09_09-59-05.csv,25,base_score:32.0,confluence_bonus:30.0,volume_score:10.0
ARBUSDT,Buy,46,0.5158,0.51951376,0.500326,Bullish,2025-09-09T04:28:32.001421+00:00,2025-09-09T09:58:32.001421+05:30,Success,8,8,,5.04%,67.7126893663314,0.001316769250452099,0.0005220451020118537,0.0007947241484402452,0.5157675520888134,0.509765,0.5037624479111866,1.0027028429496754,168.10785681078661,10.0,3.0,0.0,0.5103966316837913,0.002107885148148328,0.513603125,0.0006515625000000913,,16.247469581742717,,rising,8315630.3,8.0,13.048585772958692,15.0,5.0,0.0,5.0,1.0027028429496754,67.7126893663314,168.10785681078661,0.0007947241484402452,0.002107885148148328,0.513603125,,16.247469581742717,,3.0,0.0,rising,8315630.3,5.040000000000014,,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.95}]}",False,not_in_gap_or_already_strong,,Buy,46,46.0,,,signals_2025-09-09_09-59-05.csv,19,base_score:32.0,confluence_bonus:30.0,momentum_score:6.95
SPKUSDT,Buy,48,0.06764,0.06812701,0.0656108,Bullish,2025-09-09T04:28:35.800769+00:00,2025-09-09T09:58:35.800769+05:30,Success,84,84,,5.04%,72.85553305134663,0.0003430714694513254,0.0001857441639531062,0.0001573273054982192,0.06797009997166945,0.0666325,0.06529490002833055,0.876607364435929,115.65236702101888,10.0,3.0,0.0,0.06662043871594975,0.0003436148237988045,0.06755843749999998,0.00022281249999998864,,32.05788391877735,,rising,24155874.0,8.0,14.988627586591324,15.0,5.0,0.0,5.0,0.876607364435929,72.85553305134663,115.65236702101888,0.0001573273054982192,0.0003436148237988045,0.06755843749999998,,32.05788391877735,,3.0,0.0,rising,24155874.0,5.03999999999997,,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.01}]}",False,not_in_gap_or_already_strong,,Buy,48,48.0,,,signals_2025-09-09_09-59-05.csv,17,base_score:32.0,confluence_bonus:30.0,momentum_score:5.01
OPUSDT,Buy,40,0.7549,0.76033528,0.732253,Bullish,2025-09-09T04:28:36.773635+00:00,2025-09-09T09:58:36.773635+05:30,Success,85,85,,5.04%,60.822726939053396,0.0010954784741044055,5.01734115182936e-05,0.001045305062586112,0.7562481117450919,0.7483850000000001,0.7405218882549083,0.9142761931411338,125.18080210388015,10.0,0.0,3.0,0.7507802164888315,0.003121641627472289,0.7542328125000001,0.0008046874999999565,,8.240671117966624,,rising,583634.2999999999,8.0,12.036579625695483,15.0,0.0,0.0,5.0,0.9142761931411338,60.822726939053396,125.18080210388015,0.001045305062586112,0.003121641627472289,0.7542328125000001,,8.240671117966624,,0.0,3.0,rising,583634.2999999999,5.04000000000004,,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,,Buy,40,40.0,,,signals_2025-09-09_09-59-05.csv,25,base_score:32.0,confluence_bonus:30.0,volume_score:10.0
DOTUSDT,Buy,44,4.05,4.07916,3.9285,Bullish,2025-09-09T04:28:38.671714+00:00,2025-09-09T09:58:38.671714+05:30,Success,105,105,,5.04%,56.801110172292205,0.0006322929723552306,-0.0029521774377372838,0.0035844704100925144,4.055660731137412,4.02895,4.002239268862588,0.8940363873176818,115.52346570397418,10.0,0.0,3.0,4.041359004814738,0.012546430979940872,4.049609375,0.0029374999999998153,,0.8860213730753342,,falling,-1300981.4,8.0,10.856714071097992,15.0,5.0,0.0,5.0,0.8940363873176818,56.801110172292205,115.52346570397418,0.0035844704100925144,0.012546430979940872,4.049609375,,0.8860213730753342,,0.0,3.0,falling,-1300981.4,5.040000000000013,,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.14}]}",False,not_in_gap_or_already_strong,,Buy,44,44.0,,,signals_2025-09-09_09-59-05.csv,21,base_score:32.0,confluence_bonus:30.0,momentum_score:9.14
TRUMPUSDT,Buy,49,8.703,8.7656616,8.44191,Bullish,2025-09-09T04:28:40.567712+00:00,2025-09-09T09:58:40.567712+05:30,Success,141,141,,5.04%,65.59195153006621,0.029286489065377452,0.013643376407397484,0.01564311265797997,8.732363626848004,8.6126,8.492836373151997,0.8774100800852036,120.22455277332016,10.0,3.0,0.0,8.619042750075145,0.030885113540536052,8.688421875000001,0.02109375000000213,,30.14866135181955,,rising,1441595.8399999999,8.0,16.0,15.0,5.0,0.0,5.0,0.8774100800852036,65.59195153006621,120.22455277332016,0.01564311265797997,0.030885113540536052,8.688421875000001,,30.14866135181955,,3.0,0.0,rising,1441595.8399999999,5.040000000000017,,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,,Buy,49,49.0,,,signals_2025-09-09_09-59-05.csv,16,base_score:32.0,confluence_bonus:30.0,volume_score:5.0
UNIUSDT,Buy,41,9.55,9.61876,9.2635,Bullish,2025-09-09T04:28:41.524451+00:00,2025-09-09T09:58:41.524451+05:30,Success,104,104,,5.04%,63.66512971029465,0.010756580072616373,-0.00018008022221794023,0.010936660294834314,9.541065160508232,9.472249999999999,9.403434839491766,1.0649191212065803,188.21007502679578,10.0,0.0,3.0,9.495355140058997,0.029570881139015525,9.51278125,0.009453125000000284,,9.038283042976111,,rising,324602.0,8.0,12.876294414159688,15.0,0.0,0.0,5.0,1.0649191212065803,63.66512971029465,188.21007502679578,0.010936660294834314,0.029570881139015525,9.51278125,,9.038283042976111,,0.0,3.0,rising,324602.0,5.039999999999946,,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,,Buy,41,41.0,,,signals_2025-09-09_09-59-05.csv,24,base_score:32.0,confluence_bonus:30.0,volume_score:10.0
XLMUSDT,Buy,42,0.37591,0.37861655,0.3646327,Bullish,2025-09-09T04:28:46.293033+00:00,2025-09-09T09:58:46.293033+05:30,Success,107,107,,5.04%,64.38420799822886,0.00036570521390150157,-5.0737214039062636e-05,0.0004164424279405642,0.37602410522389607,0.373202,0.3703798947761039,0.979783669487257,144.508454984427,10.0,0.0,3.0,0.3742857431585931,0.0009766837098148429,0.3752442187499999,0.0003770312499998818,,9.667664141496136,,rising,1047520.0,8.0,14.23321897369241,15.0,0.0,0.0,5.0,0.979783669487257,64.38420799822886,144.508454984427,0.0004164424279405642,0.0009766837098148429,0.3752442187499999,,9.667664141496136,,0.0,3.0,rising,1047520.0,5.03999999999995,,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,,Buy,42,42.0,,,signals_2025-09-09_09-59-05.csv,23,base_score:32.0,confluence_bonus:30.0,volume_score:10.0
