Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,CONFL_FLAG__RSI__30___CVD_falling,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,SUPERVISOR__applied,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__reason
PUMPUSDT,Sell,44,0.005527,0.00548721,0.00569281,Bearish,2025-09-10T19:38:22.878338+00:00,2025-09-11T01:08:22.878338+05:30,Fail,172,,172.0,5.04%,40.63384733834978,-1.9407746117324973e-05,-4.153204711702222e-06,-1.525454140562275e-05,0.005734727075418174,0.0056121999999999995,0.005489672924581825,0.15232174313628422,-112.31682433685761,-10.0,0.0,3.0,0.005597417137914777,5.134015114982198e-05,0.00557521875,-3.3281250000000324e-05,-0.5969496712572995,,-9.642696521919808,,falling,-1733023471.0,8.0,11.131046277338735,15.0,5.0,0.0,5.0,0.15232174313628422,40.63384733834978,-112.31682433685761,-1.525454140562275e-05,5.134015114982198e-05,0.00557521875,,-9.642696521919808,,0.0,3.0,falling,-1733023471.0,-3.3281250000000324e-05,-0.5969496712572995,5.040000000000032,,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.87}]}",False,,,,,Sell,44,not_in_gap_or_already_strong,44.0,,,,,
NAORISUSDT,Sell,43,0.06926,0.06876133,0.0713378,Bearish,2025-09-10T19:38:23.767181+00:00,2025-09-11T01:08:23.767181+05:30,Fail,1,,1.0,5.04%,35.52883981978701,-0.004664071919106727,-0.002756661430096639,-0.001907410489010088,0.1033117524138395,0.0833685,0.0634252475861605,0.14628387318084868,-133.31194924843857,-10.0,0.0,3.0,0.07970905304835013,0.007095509240238359,0.07093625,-0.0018637499999999974,-2.6273590724065583,,-18.66100790663753,,falling,-317552907.0,8.0,10.451665438843722,15.0,5.0,0.0,5.0,0.14628387318084868,35.52883981978701,-133.31194924843857,-0.001907410489010088,0.007095509240238359,0.07093625,,-18.66100790663753,,0.0,3.0,falling,-317552907.0,-0.0018637499999999974,-2.6273590724065583,5.040000000000056,,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.55}]}",False,,,,,Sell,43,not_in_gap_or_already_strong,43.0,,,,,
HYPEUSDT,Sell,45,54.06,53.670768,55.6818,Bearish,2025-09-10T19:38:24.635495+00:00,2025-09-11T01:08:24.635495+05:30,Fail,149,,149.0,5.04%,35.74866339082223,-0.19435615181378552,-0.11435766129949324,-0.07999849051429228,55.31741563425463,54.64905,53.980684365745375,0.05933551202335605,-155.61232665357423,-10.0,0.0,3.0,54.7431106282262,0.24139212902783627,54.4041875,-0.15512499999999108,-0.2851343014726414,,-21.00787719862854,,falling,-151370.31,8.0,11.953713238601964,15.0,5.0,0.0,5.0,0.05933551202335605,35.74866339082223,-155.61232665357423,-0.07999849051429228,0.24139212902783627,54.4041875,,-21.00787719862854,,0.0,3.0,falling,-151370.31,-0.15512499999999108,-0.2851343014726414,5.039999999999997,,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.05}]}",False,,,,,Sell,45,not_in_gap_or_already_strong,45.0,,,,,
SUIUSDT,Strong Sell,68,3.5416,3.51610048,3.647848,Bearish,2025-09-10T19:38:25.496800+00:00,2025-09-11T01:08:25.496800+05:30,Inconclusive,600,,,5.04%,28.10380337571388,-0.009972471947481854,-0.007634364532726133,-0.00233810741475572,3.591605910988694,3.5680299999999994,3.5444540890113045,-0.06052977152554747,-207.94392523364468,-10.0,0.0,3.0,3.5764763461325675,0.008668777887263996,3.5599796875,-0.004087500000000244,-0.11481807085451927,,-28.743872447310796,,falling,-2628287.0,8.0,15.473182112161364,15.0,5.0,12.0,5.0,-0.06052977152554747,28.10380337571388,-207.94392523364468,-0.00233810741475572,0.008668777887263996,3.5599796875,,-28.743872447310796,,0.0,3.0,falling,-2628287.0,-0.004087500000000244,-0.11481807085451927,5.039999999999978,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,60.0,68.0,-0.004087500000000244,-0.11481807085451927,Sell,68,,,,,,,
LINKUSDT,Strong Sell,69,23.224,23.0567872,23.92072,Bearish,2025-09-10T19:38:26.357695+00:00,2025-09-11T01:08:26.357695+05:30,Inconclusive,600,,,5.04%,24.36388819140663,-0.0685088813104322,-0.047586571757578265,-0.020922309552853936,23.631746284213005,23.44485,23.257953715786993,-0.09083571653114192,-194.8142052696954,-10.0,0.0,3.0,23.497405702006898,0.0698642354636525,23.350203124999997,-0.030968750000003098,-0.13262732591326484,,-30.894436877505882,,falling,-1220257.2399999998,8.0,16.187303001830387,15.0,5.0,12.0,5.0,-0.09083571653114192,24.36388819140663,-194.8142052696954,-0.020922309552853936,0.0698642354636525,23.350203124999997,,-30.894436877505882,,0.0,3.0,falling,-1220257.2399999998,-0.030968750000003098,-0.13262732591326484,5.0400000000000444,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,61.0,69.0,-0.030968750000003098,-0.13262732591326484,Sell,69,,,,,,,
1000PEPEUSDT,Strong Sell,72,0.0103427,0.01026823,0.01065298,Bearish,2025-09-10T19:38:29.035667+00:00,2025-09-11T01:08:29.035667+05:30,Inconclusive,600,,,5.04%,27.002669348316303,-3.806183672935143e-05,-2.2579052803500588e-05,-1.548278392585084e-05,0.010590185067951749,0.010473655,0.010357124932048252,-0.06189360523768306,-195.73896768960472,-10.0,0.0,3.0,0.010490215864378533,3.747275348139758e-05,0.0104187359375,-2.3828124999999978e-05,-0.22870456783759888,,-26.214388797359994,,falling,-1072671942.0,8.0,18.916186554182232,15.0,5.0,12.0,5.0,-0.06189360523768306,27.002669348316303,-195.73896768960472,-1.548278392585084e-05,3.747275348139758e-05,0.0104187359375,,-26.214388797359994,,0.0,3.0,falling,-1072671942.0,-2.3828124999999978e-05,-0.22870456783759888,5.039999999999995,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,64.0,72.0,-2.3828124999999978e-05,-0.22870456783759888,Sell,72,,,,,,,
ADAUSDT,Strong Sell,70,0.8737,0.86740936,0.899911,Bearish,2025-09-10T19:38:29.935581+00:00,2025-09-11T01:08:29.935581+05:30,Inconclusive,600,,,5.04%,25.15098205819595,-0.003039635476838054,-0.0022666280264709085,-0.0007730074503671455,0.889613240585026,0.88124,0.872866759414974,0.04975615931280446,-152.8766009351476,-10.0,0.0,3.0,0.883273468996105,0.002316467317244941,0.8760546874999999,-0.0011562499999999698,-0.13198376956346916,,-38.37979031012545,,falling,-20500298.0,8.0,17.008823897794628,15.0,5.0,12.0,5.0,0.04975615931280446,25.15098205819595,-152.8766009351476,-0.0007730074503671455,0.002316467317244941,0.8760546874999999,,-38.37979031012545,,0.0,3.0,falling,-20500298.0,-0.0011562499999999698,-0.13198376956346916,5.040000000000012,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,62.0,70.0,-0.0011562499999999698,-0.13198376956346916,Sell,70,,,,,,,
FARTCOINUSDT,Sell,46,0.8647,0.85847416,0.890641,Bearish,2025-09-10T19:38:30.838927+00:00,2025-09-11T01:08:30.838927+05:30,Success,1,1.0,,5.04%,37.65892988255185,-0.003300067010906016,-0.002414196102657713,-0.0008858709082483029,0.8835223923210063,0.8737300000000001,0.863937607678994,0.03892778679682849,-152.64158792417103,-10.0,0.0,3.0,0.875288408733854,0.005471366817042084,0.869153125,-0.0020921874999999535,-0.2407156391458586,,-17.39463310207241,,rising,2907282.500000001,8.0,12.885848364568853,15.0,5.0,0.0,5.0,0.03892778679682849,37.65892988255185,-152.64158792417103,-0.0008858709082483029,0.005471366817042084,0.869153125,,-17.39463310207241,,0.0,3.0,rising,2907282.500000001,-0.0020921874999999535,-0.2407156391458586,5.04000000000003,,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.11}]}",False,,,,,Sell,46,not_in_gap_or_already_strong,46.0,,,,,
ONDOUSDT,Strong Sell,69,1.0062,0.99895536,1.036386,Bearish,2025-09-10T19:38:31.695392+00:00,2025-09-11T01:08:31.695392+05:30,Inconclusive,600,,,5.04%,28.581616495335297,-0.002916136169875738,-0.002002898339441765,-0.0009132378304339732,1.022977275173129,1.01501,1.007042724826871,-0.05288663994644057,-196.71815044060068,-10.0,0.0,3.0,1.0176545250229705,0.0030658355771703903,1.012609375,-0.0015734375000000522,-0.15538444921073857,,-25.38186428525701,,falling,-3318936.8000000007,8.0,16.149016109547624,15.0,5.0,12.0,5.0,-0.05288663994644057,28.581616495335297,-196.71815044060068,-0.0009132378304339732,0.0030658355771703903,1.012609375,,-25.38186428525701,,0.0,3.0,falling,-3318936.8000000007,-0.0015734375000000522,-0.15538444921073857,5.040000000000017,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,61.0,69.0,-0.0015734375000000522,-0.15538444921073857,Sell,69,,,,,,,
LTCUSDT,Sell,45,115.01,114.181928,118.4603,Bearish,2025-09-10T19:38:32.551744+00:00,2025-09-11T01:08:32.551744+05:30,Inconclusive,600,,,5.04%,36.59192403334001,-0.24395569411163365,-0.12448312077554215,-0.1194725733360915,116.73390121455304,115.776,114.81809878544695,0.10016753901006183,-130.66893424035968,-10.0,0.0,3.0,115.56401487176832,0.34421540941775125,115.109375,-0.12890624999997158,-0.11198588299169514,,-16.02114677076087,,falling,-38019.213,8.0,12.3300796002026,15.0,5.0,0.0,5.0,0.10016753901006183,36.59192403334001,-130.66893424035968,-0.1194725733360915,0.34421540941775125,115.109375,,-16.02114677076087,,0.0,3.0,falling,-38019.213,-0.12890624999997158,-0.11198588299169514,5.040000000000036,,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.67}]}",False,,,,,Sell,45,not_in_gap_or_already_strong,45.0,,,,,
KAITOUSDT,Strong Sell,67,1.2214,1.21260592,1.258042,Bearish,2025-09-10T19:38:33.428447+00:00,2025-09-11T01:08:33.428447+05:30,Fail,263,,263.0,5.04%,25.633441544416286,-0.0058892074535958905,-0.0048939040045293345,-0.000995303449066556,1.2476144878398412,1.23568,1.2237455121601586,-0.09826614227752804,-228.12524523267942,-10.0,0.0,3.0,1.2477500913731059,0.004952974818267067,1.2313203124999998,-0.002542187500000237,-0.2064602909732505,,-35.06728554567992,,falling,-784860.6,8.0,13.822815308791528,15.0,5.0,12.0,5.0,-0.09826614227752804,25.633441544416286,-228.12524523267942,-0.000995303449066556,0.004952974818267067,1.2313203124999998,,-35.06728554567992,,0.0,3.0,falling,-784860.6,-0.002542187500000237,-0.2064602909732505,5.039999999999957,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,59.0,67.0,-0.002542187500000237,-0.2064602909732505,Sell,67,,,,,,,
PYTHUSDT,Sell,60,0.16918,0.1679619,0.1742554,Bearish,2025-09-10T19:38:35.245126+00:00,2025-09-11T01:08:35.245126+05:30,Inconclusive,600,,,5.04%,25.19643786018642,-0.00119339393147333,-0.0011050486203996641,-8.834531107366583e-05,0.173179182393717,0.17102250000000002,0.16886581760628305,0.07283928190637784,-163.15673375115233,-10.0,0.0,3.0,0.17321598840240518,0.0006932114481556482,0.16985734375,-0.0003217187499999774,-0.18940526379212108,,-43.54571182197676,,falling,-19363635.0,8.0,7.058644619054109,15.0,5.0,12.0,5.0,0.07283928190637784,25.19643786018642,-163.15673375115233,-8.834531107366583e-05,0.0006932114481556482,0.16985734375,,-43.54571182197676,,0.0,3.0,falling,-19363635.0,-0.0003217187499999774,-0.18940526379212108,5.040000000000008,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 5, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 12.94}]}",True,52.0,60.0,-0.0003217187499999774,-0.18940526379212108,Sell,60,,,False,0.2548870515878424,-0.18940526379212108,False,conditions_not_met
PENGUUSDT,Sell,47,0.034734,0.03448392,0.03577602,Bearish,2025-09-10T19:38:36.120427+00:00,2025-09-11T01:08:36.120427+05:30,Success,8,8.0,,5.04%,40.165249596037896,-3.8288214978740576e-05,1.2079598580502138e-06,-3.9496174836790786e-05,0.0353537010754109,0.0350395,0.0347252989245891,0.013846348869940484,-133.4433443344351,-10.0,0.0,3.0,0.035010287272677104,0.00019339688013295347,0.03510628125,-7.617187500000289e-05,-0.2169750605527405,,-4.564749117852292,,falling,-79110503.0,8.0,13.90136239752847,15.0,5.0,0.0,5.0,0.013846348869940484,40.165249596037896,-133.4433443344351,-3.9496174836790786e-05,0.00019339688013295347,0.03510628125,,-4.564749117852292,,0.0,3.0,falling,-79110503.0,-7.617187500000289e-05,-0.2169750605527405,5.040000000000028,,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.1}]}",False,,,,,Sell,47,not_in_gap_or_already_strong,47.0,,,,,
