SourceFile,Coin,Signal,Confidence,Outcome,Duration(min),Did_TP_Hit,Buy_Score,Sell_Score,Num_Confluence_Buy,Num_Confluence_Sell,Regime,Estimated_Profit,DeservedStrongBuy,DeservedStrongSell,SignalTimeUTC,SignalTimeIST,rsi5m,williamsR,cci5m,cmf5m,stc5m,tsi5m,cvd5m,hma5m,alma5m,macd5m_macd,macd5m_signal,macd5m_hist,boll_upper,boll_middle,boll_lower,keltner_upper,keltner_middle,keltner_lower,marketTrend,RSI_buy_score,WilliamsR_buy_score,CCI_buy_score,CMF_buy_score,CVD_buy_score,HMA_buy_score,ALMA_buy_score,MACD_buy_score,RSI_sell_score,WilliamsR_sell_score,CCI_sell_score,CMF_sell_score,CVD_sell_score,HMA_sell_score,ALMA_sell_score,MACD_sell_score,Bollinger_sell_score,Keltner_sell_score,Bollinger_buy_score,Keltner_buy_score
signals_2025-09-05_12-26-39_STRONG.json,ARIAUSDT,Buy,50,Success,11.0,True,50,15,,,Bullish,5.04%,0,0,2025-09-05T06:56:06.500680+00:00,2025-09-05T12:26:06.500680+05:30,46.53592932600301,-39.9425287356322,-17.944766838247023,0.14282264623512345,,,falling,up,up,-3.704891823602674e-05,-0.000136428343647953,9.937942541192625e-05,0.11720618041711266,0.11493149999999999,0.11265681958288733,0.1169665,0.1149315,0.11289650000000001,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,,,,
signals_2025-09-05_12-26-39_STRONG.json,ARBUSDT,Sell,35,Fail,289.0,False,30,35,,,Bullish,5.04%,0,0,2025-09-05T06:56:07.359919+00:00,2025-09-05T12:26:07.359919+05:30,50.123980928986796,-59.37499999999902,-58.65724381624733,-0.1623704795066057,,,falling,up,up,4.404131512192322e-05,0.00015803362676544398,-0.00011399231164352077,0.48918475204070855,0.48797499999999994,0.4867652479592913,0.48902500000000004,0.48797500000000005,0.48692500000000005,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,10.0,,,,
signals_2025-09-05_12-26-39_STRONG.json,LTCUSDT,Buy,50,Success,37.0,True,50,15,,,Bullish,5.04%,0,0,2025-09-05T06:56:08.220798+00:00,2025-09-05T12:26:08.220798+05:30,58.53711552804854,-37.50000000000111,93.735711019663,0.22431236398347823,,,falling,up,up,0.07701958420294375,0.0647071776325225,0.01231240657042125,111.9953867106235,111.6865,111.37761328937648,111.9965,111.6865,111.3765,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,,,,
signals_2025-09-05_12-26-39_STRONG.json,PENGUUSDT,Buy,40,Success,11.0,True,40,25,,,Bullish,5.04%,0,0,2025-09-05T06:56:09.099826+00:00,2025-09-05T12:26:09.099826+05:30,53.59909373811647,-33.51351351351307,17.891715067759748,-0.18179614621428963,,,falling,up,up,-1.655821617846387e-06,-3.3934128196728635e-06,1.7375912018264766e-06,0.02882936421256617,0.028749850000000004,0.02867033578743384,0.02881985,0.02874985,0.02867985,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,,,,
signals_2025-09-05_12-26-39_STRONG.json,SPKUSDT,Sell,35,Inconclusive,,False,30,35,,,Bullish,5.04%,0,0,2025-09-05T06:56:09.936422+00:00,2025-09-05T12:26:09.936422+05:30,51.22470966415389,-26.66666666666574,57.62022062760847,0.030909674621764575,,,falling,down,down,-8.262768807006104e-05,-0.00013091077068863642,4.828308261857538e-05,0.06062453222382859,0.060256,0.059887467776171405,0.06056100000000001,0.06025600000000001,0.05995100000000001,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0,10.0,10.0,0.0,,,,
signals_2025-09-05_12-26-39_STRONG.json,UNIUSDT,Sell,35,Inconclusive,,False,30,35,,,Bullish,5.04%,0,0,2025-09-05T06:56:10.774895+00:00,2025-09-05T12:26:10.774895+05:30,50.517215469759584,-57.74647887324018,-41.56337036696644,-0.16803661334152653,,,falling,up,up,-0.00020733054261867778,0.0025930663130788764,-0.002800396855697554,9.471053934132863,9.4307,9.390346065867137,9.4617,9.4307,9.3997,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,10.0,,,,
signals_2025-09-05_12-26-39_STRONG.json,BIOUSDT,Strong Buy,60,Success,58.0,True,60,50,,,Bullish,5.04%,0,0,2025-09-05T06:56:11.610932+00:00,2025-09-05T12:26:11.610932+05:30,64.32661119021053,-16.23376623376625,108.48210938192193,0.13208165801040445,,,falling,up,up,0.0003627699150562935,0.000157248173750962,0.00020552174130533153,0.14102197538424463,0.13916849999999997,0.13731502461575532,0.14052849999999997,0.13916849999999997,0.13780849999999997,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,,10.0,,
signals_2025-09-05_12-26-39_STRONG.json,TREEUSDT,Buy,50,Success,56.0,True,50,15,,,Bullish,5.04%,0,0,2025-09-05T06:56:12.446475+00:00,2025-09-05T12:26:12.446475+05:30,52.39523809792167,-22.95081967213137,65.86945690084728,0.07952247358726634,,,falling,up,up,-0.0004854990557776051,-0.0007885318174937765,0.00030303276171617143,0.33221472547542,0.329665,0.32711527452457995,0.33186499999999997,0.329665,0.327465,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,,,,
signals_2025-09-05_12-26-39_STRONG.json,IPUSDT,Sell,55,Success,37.0,True,10,55,,,Bullish,5.04%,0,0,2025-09-05T06:56:13.313913+00:00,2025-09-05T12:26:13.313913+05:30,47.63906662785405,-74.55929487179448,-49.17930366965875,-0.09312002849492422,,,falling,down,down,-0.0036662412018131363,0.005767560330863373,-0.00943380153267651,8.381400364684119,8.255435,8.129469635315882,8.363735,8.255435,8.147135,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,10.0,10.0,10.0,,,,
signals_2025-09-05_12-26-39_STRONG.json,1000BONKUSDT,Strong Sell,65,Fail,65.0,False,45,65,,,Bullish,5.04%,0,0,2025-09-05T06:56:14.179658+00:00,2025-09-05T12:26:14.179658+05:30,66.79378119256748,-18.3206106870228,138.59540087009916,-0.1023913063109415,,,rising,down,down,3.321735943798143e-05,2.8407620034223757e-05,4.809739403757674e-06,0.019675924962336708,0.01960125,0.019526575037663293,0.01966375,0.01960125,0.01953875,10.0,0.0,0.0,10.0,0.0,15.0,0.0,0.0,10.0,10.0,15.0,0.0,10.0,0.0,10.0,10.0,0.0,,10.0,,
